Gene,Description,Symbol,MeanExpression,log2FoldChange(WS/DS),padj,log2FC,eyespot
LOC112047061,ceramide-1-phosphate transfer protein,CG30392,480.0951939,0.389360835,0.015271949,-0.389360835,NA
LOC112053098,toll-like receptor 2,Tollo,10.38502191,2.39857091,0.015277849,-2.39857091,eyespot_up
LOC112048475,40S ribosomal protein S3,RpS3,49889.37206,0.228642296,0.015343193,-0.228642296,NA
LOC112056734,Retrovirus-related Pol polyprotein from transposon opus,LOC112056734,21.08734287,-2.233700598,0.015402832,2.233700598,NA
LOC112057658,protein yellow,yel-b,3159.221136,-0.286333245,0.015402832,0.286333245,NA
LOC112051415,box C/D snoRNA protein 1,CG1463,1009.976586,-0.255268088,0.015411543,0.255268088,NA
LOC112058327,ankyrin-2-like isoform X1,LOC112058327,42.0087576,0.879176875,0.015447865,-0.879176875,NA
LOC112047330,RING finger protein 17,LOC112047330,921.7545882,0.246923729,0.015523641,-0.246923729,NA
LOC112049750,Dipeptidase 1,CG42750,5.815551563,3.404338777,0.015553203,-3.404338777,NA
LOC112047229,transcription initiation factor IIA subunit 2,TfIIA-S,863.834207,0.282863715,0.015561421,-0.282863715,NA
LOC112052265,protein rogdi,rogdi,1089.426207,0.223600155,0.015603935,-0.223600155,NA
LOC112043636,TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L,LOC112043636,1034.91256,-0.283983261,0.015621104,0.283983261,NA
LOC112054350,tenascin-like isoform X1,LOC112054350,147.896102,1.414425736,0.015637671,-1.414425736,eyespot_up
LOC112058060,maternal protein pumilio isoform X1,pum,11292.82157,0.21894728,0.015676363,-0.21894728,NA
LOC112049347,prolactin regulatory element-binding protein,CG9175,1206.762162,-0.263660855,0.015741335,0.263660855,NA
LOC112056448,sodium-dependent noradrenaline transporter-like,DAT,26.89568852,1.883666615,0.015745606,-1.883666615,NA
LOC112048643,proton-coupled amino acid transporter-like protein pathetic,CG8785,1950.067959,0.497421672,0.015786224,-0.497421672,eyespot_up
LOC112056335,uncharacterized protein LOC112056335,LOC112056335,307.0719499,0.556345184,0.015786224,-0.556345184,NA
LOC112048834,formin-like protein 18,Reph,429.079253,0.285202051,0.01580382,-0.285202051,NA
LOC112049128,glycerol kinase,Gk1,708.7569033,0.493635852,0.015807749,-0.493635852,NA
LOC112046080,uncharacterized protein LOC112046080 isoform X1,LOC112046080,630.4605782,0.338152078,0.015827698,-0.338152078,NA
LOC112048645,structure-specific endonuclease subunit SLX1 homolog,slx1,161.0843421,0.952460322,0.015865124,-0.952460322,NA
LOC112042999,prefoldin subunit 1,Pfdn1,1752.90103,-0.416130347,0.015898589,0.416130347,NA
LOC112046539,GSK3-beta interaction protein-like,CG14505,246.6538047,0.356821046,0.015898589,-0.356821046,NA
LOC112056232,neurotactin,Nrt,126.5392465,-0.646648666,0.01602064,0.646648666,NA
LOC112054025,A disintegrin and metalloproteinase with thrombospondin motifs 7,AdamTS-B,22710.48632,0.516330305,0.016069508,-0.516330305,NA
LOC112043647,trafficking protein particle complex subunit 4,Trs23,763.2114511,-0.378217671,0.016070507,0.378217671,NA
LOC112045535,uncharacterized protein LOC112045535 isoform X1,CG11122,2306.561398,0.257395344,0.016093407,-0.257395344,NA
LOC112056307,myb-like protein X,LOC112056307,779.1864573,0.315728058,0.016200073,-0.315728058,NA
LOC112054104,CD63 antigen-like,Tsp29Fb,16.19125333,2.887228311,0.016214481,-2.887228311,NA
LOC112045240,carboxypeptidase B-like,CG3108,23807.58209,0.433448568,0.01621719,-0.433448568,NA
LOC112043704,uncharacterized protein LOC112043704 isoform X2,Stacl,37.52037773,1.144440635,0.016313869,-1.144440635,NA
LOC112049687,protein asunder,asun,779.235834,-0.306910762,0.016313869,0.306910762,NA
LOC112052747,TOX high mobility group box family member 3-like isoform X1,CG12104,3880.397864,-0.265320622,0.016329961,0.265320622,NA
LOC112044533,transcription initiation factor TFIID subunit 3,bip2,2418.911782,0.202090143,0.016387634,-0.202090143,NA
LOC112045464,"probable 28S ribosomal protein S16, mitochondrial",mRpS16,558.8738828,-0.308147597,0.016482487,0.308147597,NA
LOC112051942,protein TSSC4,LOC112051942,637.3512933,-0.340268567,0.01648332,0.340268567,eyespot_up
LOC112044248,uncharacterized LOC106127219,CG7991,101.7827438,1.199230346,0.016499543,-1.199230346,NA
LOC112053478,"cytochrome b-c1 complex subunit Rieske, mitochondrial",RFeSP,1952.861699,0.216284023,0.016518475,-0.216284023,NA
LOC112052515,zinc finger protein 260-like isoform X2,ZNF296,280.4562477,0.509820402,0.016571305,-0.509820402,NA
LOC112044244,NA,NA,36.90511875,2.065873893,0.016574569,-2.065873893,NA
LOC112044680,uncharacterized protein LOC112044680,LOC112044680,131.5290177,-0.906210388,0.016577092,0.906210388,NA
LOC112051707,gastrula zinc finger protein XlCGF57.1-like,LOC112051707,438.2691924,0.514980431,0.016577092,-0.514980431,NA
LOC112044034,mitochondrial tRNA-specific 2-thiouridylase 1,CG3021,336.7127855,-0.425900821,0.016618805,0.425900821,NA
LOC112054334,moesin/ezrin/radixin homolog 1 isoform X1,Moe,4457.65807,-0.315693762,0.016677182,0.315693762,NA
LOC112045800,zinc finger protein 260-like isoform X2,LOC112045800,257.1177046,1.070598263,0.016806187,-1.070598263,NA
LOC112045887,origin recognition complex subunit 1-like,LOC112045887,94.15492276,-0.84113023,0.016844839,0.84113023,NA
LOC112048541,40S ribosomal protein S25,RpS25,3731.372013,-0.246639127,0.016844839,0.246639127,NA
LOC112050886,long-chain-fatty-acid--CoA ligase 4 isoform X1,Acsl,2290.619904,0.328911996,0.016844839,-0.328911996,NA
LOC112055514,protein cycle isoform X2,cyc,128.955014,0.431331883,0.016844839,-0.431331883,NA
LOC112052396,rhodanese domain-containing protein CG4456-like isoform X1,Hsp67Bb,1043.71422,0.290917565,0.016850393,-0.290917565,NA
LOC112046662,homeotic protein spalt-major-like isoform X1,sal,1741.084128,-0.284036091,0.016899124,0.284036091,eyespot_up
LOC112046845,short coiled-coil protein homolog,CG5934,2388.035177,-0.155905654,0.01693686,0.155905654,NA
LOC112049511,"fructose-1,6-bisphosphatase 1",fbp,1439.657521,-0.839533956,0.01695295,0.839533956,eyespot_down
LOC112049611,hepatoma-derived growth factor-related protein 2,LOC112049611,66.52728574,-0.99897873,0.016979273,0.99897873,NA
LOC112052972,uncharacterized protein LOC112052972,Osi17,155.2367385,-0.753152096,0.016979273,0.753152096,NA
LOC112053617,cyclic AMP response element-binding protein A,CrebA,1036.413006,0.253193303,0.016979273,-0.253193303,NA
LOC112047112,zinc finger protein 26-like,LOC112047112,861.111681,0.215880668,0.016991534,-0.215880668,NA
LOC112057870,protein tipE isoform X1,tipE,182.2198103,-2.075013762,0.017014024,2.075013762,NA
LOC112052136,"protein tramtrack, alpha isoform-like isoform X1",SBDS,368.6458749,0.286586058,0.017075604,-0.286586058,eyespot_up
LOC112048161,kinesin-related protein 2-like,LOC112048161,1030.087369,-0.255900706,0.017130846,0.255900706,NA
LOC112043429,mitotic checkpoint protein BUB3,Bub3,1714.261014,-0.169016726,0.01713594,0.169016726,NA
LOC112049304,DDB1- and CUL4-associated factor 12,DCAF12,2622.999719,0.586947637,0.01713594,-0.586947637,NA
LOC112053351,F-box/SPRY domain-containing protein 1,Fsn,342.8195569,-0.337445352,0.017161098,0.337445352,NA
LOC112055397,transitional endoplasmic reticulum ATPase TER94,TER94,26529.85368,-0.208803274,0.017161098,0.208803274,NA
LOC112046459,zinc finger CCHC domain-containing protein 4,LOC112046459,2296.101707,-0.352448234,0.01717517,0.352448234,NA
LOC112049063,hepatocyte growth factor-regulated tyrosine kinase substrate isoform X1,Hrs,1493.423333,0.29535075,0.01717517,-0.29535075,NA
LOC112045662,regulator of MON1-CCZ1 complex,CG8270,679.4640033,0.35659557,0.017240266,-0.35659557,NA
LOC112045794,uncharacterized protein LOC112045794,LOC112045794,677.3394958,0.205066605,0.017240266,-0.205066605,NA
LOC112044627,HIV Tat-specific factor 1,barc,1481.719723,-0.245805064,0.017279095,0.245805064,NA
LOC112046572,tubulin polyglutamylase TTLL4-like isoform X2,TTLL4A,1769.230266,-0.320440307,0.017286022,0.320440307,NA
LOC112052731,probable elongator complex protein 2,Elp2,1465.632842,-0.310417919,0.017336833,0.310417919,NA
LOC112044468,cell cycle checkpoint protein RAD17,Rad17,395.6418411,-0.357682631,0.017415827,0.357682631,NA
LOC112043172,protein TESPA1 isoform X1,olf186-M,340.1979886,-0.295179656,0.017427933,0.295179656,NA
LOC112053182,stromal interaction molecule homolog isoform X1,Stim,547.981027,0.306486472,0.017427933,-0.306486472,NA
LOC112050490,RNA polymerase II-associated protein 3-like isoform X1,spag,1409.925067,-0.213649308,0.017476891,0.213649308,NA
LOC112044354,ubiquitin-conjugating enzyme E2 J1-like,CG5823,1070.89772,0.252381669,0.017564034,-0.252381669,NA
LOC112054652,glutathione S-transferase 2-like,GstS1,175.2518051,-0.950021196,0.017586347,0.950021196,NA
LOC112053814,NA,NA,53.42457836,-1.429813946,0.017651342,1.429813946,NA
LOC112056755,transport and Golgi organization protein 6,LOC112056755,374.2962466,-0.365258898,0.017675495,0.365258898,eyespot_up
LOC112046224,something about silencing protein 10,Sas10,3250.342331,-0.132586896,0.017697229,0.132586896,NA
LOC112046225,THO complex subunit 4,Ref1,4181.257856,-0.245650829,0.01777934,0.245650829,NA
LOC112058069,zinc finger protein 260-like isoform X1,LOC112058069,538.3234452,0.374025791,0.017788604,-0.374025791,NA
LOC112054470,"40S ribosomal protein S12, mitochondrial",tko,693.2475338,-0.352701201,0.017797776,0.352701201,NA
LOC112049651,multidrug resistance protein homolog 49-like,Mdr49,4169.865442,0.30679938,0.017825529,-0.30679938,eyespot_up
LOC112043162,chromosome transmission fidelity protein 8 homolog,hay,507.141863,-0.578081751,0.017912052,0.578081751,NA
LOC112046356,peroxidasin,Pxn,2278.039938,0.303691967,0.017912052,-0.303691967,NA
LOC112047780,zinc finger CCCH domain-containing protein 10-like,LOC112047780,1236.584192,0.212645052,0.017912052,-0.212645052,NA
LOC112052024,transmembrane protein 170A,CG12341,548.6577475,-0.281101836,0.017912052,0.281101836,NA
LOC112052130,uncharacterized protein LOC112052130 isoform X1,CG14830,510.6854297,-0.55259732,0.017912052,0.55259732,NA
LOC112053800,prominin-like protein,LOC112053800,13649.22295,0.256673036,0.017912052,-0.256673036,NA
LOC112050805,zinc finger protein 271-like isoform X2,LOC112050805,322.2578478,0.398516662,0.017952817,-0.398516662,NA
LOC112043200,vacuolar protein-sorting-associated protein 36,Vps36,1014.283118,-0.242917045,0.01795673,0.242917045,NA
LOC112046974,phenylalanine--tRNA ligase alpha subunit,alpha-PheRS,1936.437619,-0.243082642,0.01795673,0.243082642,NA
LOC112044241,F-box/WD repeat-containing protein 9-like,LOC112044241,1200.270257,0.311133724,0.018054373,-0.311133724,eyespot_up
LOC112045954,uncharacterized protein LOC112045954 isoform X2,ced-6,540.7613449,0.383181779,0.018091232,-0.383181779,NA
LOC112053044,malectin-A,CG9257,2559.493673,0.178374424,0.018279075,-0.178374424,NA
LOC112044718,WW domain-binding protein 2,Wbp2,956.4517883,0.222134381,0.018284166,-0.222134381,NA
LOC112049641,serine/threonine-protein kinase par-1,Sik3,4080.911634,0.189112437,0.018284166,-0.189112437,eyespot_up
LOC112058564,UPF0184 protein AAEL002161,LOC112058564,691.0946854,0.323725975,0.018284166,-0.323725975,NA
LOC112053035,cell division cycle 5-like protein,Cdc5,1579.025463,-0.173855192,0.018288643,0.173855192,NA
LOC112051567,zinc finger protein Xfin-like,topi,576.4592423,0.388091937,0.018343703,-0.388091937,NA
LOC112051477,contactin-associated protein-like 5,axo,13.43590591,2.105136028,0.018429495,-2.105136028,NA
LOC112049372,zinc finger protein 260-like,LOC112049372,203.3290568,-0.653804979,0.018490434,0.653804979,NA
LOC112053491,growth arrest and DNA damage-inducible proteins-interacting protein 1,CRIF,991.5072213,0.266081196,0.018519888,-0.266081196,NA
LOC112044634,neural cell adhesion molecule 2,side-IV,275.7376155,-0.432537184,0.018580602,0.432537184,NA
LOC112054923,proteasome assembly chaperone 2,LOC112054923,893.8346202,-0.220784205,0.018594181,0.220784205,NA
LOC112049716,transmembrane protein 181,CG13409,198.0771917,2.080678985,0.018702014,-2.080678985,NA
LOC112043433,probable E3 ubiquitin-protein ligase sinah isoform X2,LOC112043433,178.5432563,0.498016941,0.018707594,-0.498016941,NA
LOC112055476,transmembrane protein 68 isoform X1,CG34348,152.5935276,0.557337768,0.018727791,-0.557337768,NA
LOC112049246,serine/threonine-protein kinase S6KL isoform X1,S6KL,195.6057414,0.460649943,0.018734936,-0.460649943,NA
LOC112054183,cullin-associated NEDD8-dissociated protein 1,Cand1,6353.812457,-0.208665656,0.018766924,0.208665656,eyespot_down
LOC112046529,uncharacterized protein LOC112046529,LOC112046529,10.53170623,2.189649515,0.018814247,-2.189649515,NA
LOC112046146,uncharacterized protein LOC112046146 isoform X1,LOC112046146,899.0560876,0.445059852,0.018925298,-0.445059852,NA
LOC112051714,histone H2A,His2A:CG31618,18.39100494,-1.49923886,0.018925298,1.49923886,NA
LOC112052391,40S ribosomal protein S15Aa,RpS15Aa,27088.96183,0.288216293,0.018942335,-0.288216293,NA
LOC112053344,unconventional myosin-XV,Myo15,419.3120245,0.302528161,0.018957373,-0.302528161,NA
LOC112048761,NA,NA,19.66752128,1.141826,0.019074642,-1.141826,NA
LOC112056738,WD repeat-containing protein 36,CG9799,3103.713361,-0.296664752,0.019074642,0.296664752,NA
LOC112046285,juvenile hormone epoxide hydrolase-like,Jheh2,42.7146669,1.453751646,0.019259718,-1.453751646,eyespot_up
LOC112048062,putative mediator of RNA polymerase II transcription subunit 29,Cpr49Aa,28775.01491,0.597712749,0.019276613,-0.597712749,NA
LOC112055049,uncharacterized protein LOC112055049,LOC112055049,371.4841602,-0.717706087,0.019276613,0.717706087,NA
LOC112055364,H/ACA ribonucleoprotein complex subunit 2-like protein,NHP2,2106.495798,-0.216633073,0.019311203,0.216633073,NA
LOC112056342,mitochondrial ubiquitin ligase activator of nfkb 1-A,Mul1,275.9662559,-0.367262691,0.019342497,0.367262691,NA
LOC112044625,protein MCM10 homolog,Mcm10,867.4199173,-0.400878284,0.019361934,0.400878284,NA
LOC112051879,patronin isoform X7,Patronin,3842.124565,-0.107669611,0.019361934,0.107669611,NA
LOC112043384,COMM domain-containing protein 4,LOC112043384,279.5211424,-0.541799912,0.019381266,0.541799912,NA
LOC112050258,TLD domain-containing protein 1 isoform X1,CG5149,127.056711,-0.486083284,0.019451569,0.486083284,NA
LOC112054124,transmembrane protein 120 homolog isoform X2,CG32795,316.0753303,-0.32089797,0.019570518,0.32089797,NA
LOC112054244,protein PRRC2A,LOC112054244,778.0261646,-0.8907471,0.019591717,0.8907471,NA
LOC112048417,"dnaJ homolog subfamily C member 30, mitochondrial-like",CG11035,399.3768738,0.407463067,0.019622341,-0.407463067,NA
LOC112048085,oxidoreductase-like domain-containing protein 1,CG5500,245.7654784,0.442628665,0.019622589,-0.442628665,NA
LOC112050507,cytosolic Fe-S cluster assembly factor NUBP2 homolog,CG4858,794.3916596,-0.352598047,0.019622589,0.352598047,NA
LOC112054031,eukaryotic translation initiation factor 2 subunit 2,eIF-2beta,6889.73603,-0.140052572,0.019682331,0.140052572,NA
LOC112044602,ATP-binding cassette sub-family G member 4-like isoform X1,Atet,136.4709316,-0.853076577,0.019693093,0.853076577,NA
LOC112058279,polycomb protein Asx,Asx,630.0359617,0.585781965,0.019817062,-0.585781965,NA
LOC112045815,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",Rpb8,1218.41455,0.225761005,0.019837726,-0.225761005,NA
LOC112046772,XP_023939328.1 polyubiquitin,UBB,18427.49402,0.241179063,0.019976534,-0.241179063,NA
LOC112044204,kinesin-like protein KIF13B,kinesin-3A,3235.482347,-0.24744245,0.020099286,0.24744245,eyespot_up
LOC112051377,A disintegrin and metalloproteinase with thrombospondin motifs 14-like,stl,973.139374,1.114256236,0.020109796,-1.114256236,NA
LOC112058152,vesicle-fusing ATPase 1-like,comt,870.6398212,0.243065542,0.020122797,-0.243065542,NA
LOC112055813,importin-13,cdm,813.718278,0.282312012,0.020148155,-0.282312012,NA
LOC112047142,protein bicaudal D,BicD,2520.654548,0.250678239,0.020259307,-0.250678239,NA
LOC112056476,nucleolar protein 12,vito,796.0294177,-0.415333904,0.020272004,0.415333904,NA
LOC112055541,cullin-1,Cul1,5389.423056,-0.246073584,0.020276134,0.246073584,NA
LOC112051554,Fanconi anemia group J protein homolog isoform X1,CG4078,287.0428191,-0.355767348,0.020411496,0.355767348,NA
LOC112055099,coiled-coil domain-containing protein 97,CG7810,448.5399694,0.370445156,0.0204506,-0.370445156,NA
LOC112055171,conserved oligomeric Golgi complex subunit 3,Cog3,1152.877993,0.194103644,0.020452686,-0.194103644,eyespot_up
LOC112057693,trafficking protein particle complex subunit 2,Trs20,238.0582734,0.41023455,0.020452686,-0.41023455,NA
LOC112047093,PR domain zinc finger protein 5-like,LOC112047093,348.2105592,0.343579188,0.020460764,-0.343579188,NA
LOC112053441,bromodomain-containing protein 1,Br140,1496.112009,-0.215643454,0.020570703,0.215643454,NA
LOC112055210,uncharacterized protein LOC112055210,LOC112055210,3117.197543,1.83932678,0.02061086,-1.83932678,NA
LOC112056937,4F2 cell-surface antigen heavy chain isoform X1,CD98hc,16266.68648,0.260240838,0.020719598,-0.260240838,NA
LOC112046207,zinc finger protein 628-like isoform X2,CG7987,1165.95904,0.219433459,0.020738084,-0.219433459,NA
LOC112055952,zinc finger protein 62 homolog,LOC112055952,332.3129941,0.280079645,0.020738084,-0.280079645,NA
LOC112043169,glycerol-3-phosphate phosphatase-like,CG5567,336.5893895,-0.368753092,0.020890981,0.368753092,NA
LOC112056221,peptidylglycine alpha-hydroxylating monooxygenase,Phm,230.4585609,-0.738850778,0.020890981,0.738850778,NA
LOC112047255,G-protein coupled receptor Mth2-like,mthl15,5.27473185,2.870146413,0.020906958,-2.870146413,NA
LOC112044783,"39S ribosomal protein L4, mitochondrial",mRpL4,910.8593787,-0.404852863,0.020956951,0.404852863,NA
LOC112044745,zinc finger protein 25-like isoform X1,LOC112044745,783.1992641,0.354095384,0.020980729,-0.354095384,NA
LOC112044835,endoplasmic reticulum metallopeptidase 1-like,CG10062,341.0930327,0.35490653,0.020980729,-0.35490653,NA
LOC112054420,zinc finger protein 260-like isoform X2,LOC112054420,93.7004995,0.636049638,0.020980729,-0.636049638,NA
LOC112047824,catalase,Cat,8519.827368,0.363876245,0.021029185,-0.363876245,eyespot_down
LOC112057655,"39S ribosomal protein L20, mitochondrial",mRpL20,612.9024808,-0.260553527,0.021034006,0.260553527,NA
LOC112058471,carbonic anhydrase-related protein 10-like,CARPB,121.2645903,0.553064555,0.021043113,-0.553064555,NA
LOC112057846,nuclear RNA export factor 1,sbr,1797.871374,-0.19545237,0.021095529,0.19545237,NA
LOC112046562,"myosin heavy chain, non-muscle isoform X1",Mhc2,43045.09979,0.223348173,0.021173119,-0.223348173,NA
LOC112051303,serine/threonine-protein kinase greatwall isoform X1,gwl,124.826655,-0.968460033,0.021206139,0.968460033,NA
LOC112051841,F-box/LRR-repeat protein 15,LOC112051841,228.5105093,0.401387887,0.021209082,-0.401387887,NA
LOC112054092,larval cuticle protein LCP-30-like,Cpr49Ab,455.5095984,1.181132026,0.021228699,-1.181132026,eyespot_down
LOC112057068,DNA polymerase iota,DNApol-iota,782.923664,0.232586171,0.021228699,-0.232586171,NA
LOC112058426,inter-alpha-trypsin inhibitor heavy chain H3-like,LOC112058426,25.49965326,2.836458338,0.021276128,-2.836458338,NA
LOC112051421,O-glucosyltransferase rumi homolog,rumi,732.3486714,0.311148926,0.021286423,-0.311148926,NA
LOC112050433,protein DDI1 homolog 2,rngo,4450.62287,0.127388273,0.021634704,-0.127388273,NA
LOC112048627,uncharacterized protein LOC112048627 isoform X2,LOC112048627,5.198874807,-2.858710369,0.021653428,2.858710369,eyespot_up
LOC112055647,NA,NA,163.8601191,-0.56958679,0.021653428,0.56958679,NA
LOC112056041,mitochondrial coenzyme A transporter SLC25A42,DPCoAC,606.4560195,-0.408047353,0.021674503,0.408047353,NA
LOC112048736,RNA pseudouridylate synthase domain-containing protein 2-like isoform X1,LOC112048736,59.21516562,-0.690895812,0.021691191,0.690895812,NA
LOC112045836,muscle M-line assembly protein unc-89-like isoform X1,Strn-Mlck,356.6035573,0.682719229,0.021740347,-0.682719229,NA
LOC112058005,polyadenylate-binding protein 2,Pabp2,2965.016802,0.313054049,0.021740347,-0.313054049,NA
LOC112048672,"39S ribosomal protein L10, mitochondrial",mRpL10,693.5234216,-0.217529487,0.021754784,0.217529487,NA
LOC112051225,DNA-directed RNA polymerase I subunit RPA49-like,LOC112051225,625.8388479,-0.246451289,0.02177153,0.246451289,NA
LOC112051866,mpv17-like protein 2,CG1662,238.2791023,-0.398610303,0.021851882,0.398610303,NA
LOC112050846,glyoxylate reductase/hydroxypyruvate reductase-like,CG9331,97.34065057,-1.043675988,0.021887141,1.043675988,NA
LOC112043020,eukaryotic translation initiation factor 3 subunit E,eIF3-S6,8568.690057,-0.18311952,0.02203116,0.18311952,eyespot_down
LOC112058612,thiamine transporter 2-like,CG6574,439.8624477,-0.926827911,0.022249304,0.926827911,NA
LOC112047638,poly(ADP-ribose) glycohydrolase,Parg,1002.19016,0.203353893,0.022520408,-0.203353893,NA
LOC112043635,renin receptor,ATP6AP2,3587.61884,0.181977159,0.022520568,-0.181977159,NA
LOC112045689,RNA-binding protein Musashi homolog 2 isoform X1,msi,4619.094902,-0.439294234,0.022520568,0.439294234,NA
LOC112047808,serine/threonine-protein kinase ULK3-like,Aduk,239.6211001,0.343571441,0.022520568,-0.343571441,NA
LOC112057654,"myosin heavy chain, muscle isoform X1",Mhc,45.47047327,1.989065249,0.022544182,-1.989065249,NA
LOC112054275,DDB1- and CUL4-associated factor 7,wap,668.2121252,0.328318568,0.022577369,-0.328318568,NA
LOC112054938,aquaporin AQPAe.a isoform X2,LOC112054938,123.1328554,0.959728774,0.022577369,-0.959728774,NA
LOC112058329,uncharacterized protein LOC112058329 isoform X1,CG15186,119.3479857,-0.524053948,0.022577369,0.524053948,NA
LOC112047018,histone lysine demethylase PHF8-like,Kdm2,1194.930704,0.201329551,0.022675037,-0.201329551,NA
LOC112053190,Ca(2+)/calmodulin-responsive adenylate cyclase-like isoform X1,rut,2176.031151,-0.200955129,0.022808477,0.200955129,NA
LOC112048941,60S ribosomal protein L35a,RpL35A,39012.28323,0.228304784,0.02281521,-0.228304784,NA
LOC112048183,uncharacterized protein LOC112056508,CG16953,306.5857662,0.447043657,0.022833808,-0.447043657,NA
LOC112053967,ubiquitin-conjugating enzyme E2 T-like,CG3473,954.4255645,-0.222800938,0.022833808,0.222800938,NA
LOC112056301,"glucose dehydrogenase [FAD, quinone]-like",CG12398,44.732099,2.679752446,0.022833808,-2.679752446,NA
LOC112050979,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",CG5044,2985.990412,-0.1655996,0.02284899,0.1655996,NA
LOC112049626,semaphorin-1A-like,Sema1a,10449.73228,0.180732884,0.022875879,-0.180732884,NA
LOC112053361,nucleolar protein 10,l(2)34Fd,1965.538762,-0.602774914,0.022875879,0.602774914,NA
LOC112057925,"ubiquinone biosynthesis O-methyltransferase, mitochondrial-like",coq3,553.8082392,0.206807052,0.022941936,-0.206807052,NA
LOC112051128,uncharacterized protein LOC112051128,LOC112051128,6.339573719,2.628107908,0.02300349,-2.628107908,NA
LOC112043474,40S ribosomal protein S14,RpS14a,33741.84361,0.201062651,0.02305062,-0.201062651,NA
LOC112055770,chymotrypsin-like elastase family member 2A,MP1,12.40533228,2.146017285,0.023063429,-2.146017285,NA
LOC112057083,zinc finger protein 729-like,LOC112057083,313.5602678,0.608298908,0.02312315,-0.608298908,NA
LOC112054815,serine protease easter-like,CLIPB19,4181.972747,0.37447868,0.023163223,-0.37447868,NA
LOC112053759,histone acetyltransferase KAT8-like,mof,1547.888179,-0.18297925,0.023243174,0.18297925,NA
LOC112054913,probable Ras GTPase-activating protein isoform X2,LOC112054913,123.5822897,-0.466492006,0.023243174,0.466492006,NA
LOC112056789,zinc finger protein 582-like,LOC112056789,86.6215856,1.180621128,0.023243174,-1.180621128,NA
LOC112057991,tRNA selenocysteine 1-associated protein 1,Secp43,1164.171459,-0.219546586,0.023243174,0.219546586,NA
LOC112043719,serine/threonine-protein kinase stk11,lkb1,143.5569561,-1.151371461,0.023298605,1.151371461,NA
LOC112051797,uncharacterized protein LOC112051797,LOC112051797,286.6919419,-0.4875864,0.023303104,0.4875864,NA
LOC112044474,transmembrane protein 183,LOC112044474,1384.800619,-0.237053171,0.023334183,0.237053171,NA
LOC112045004,piwi-like protein Ago3,Ago3,563.634905,0.568612128,0.02338236,-0.568612128,NA
LOC112053367,UPF0598 protein CG30010,CG30010,164.2577528,0.454238051,0.023404314,-0.454238051,NA
LOC112053878,mRNA-capping enzyme,mRNA-cap,1187.04939,-0.441951587,0.023458022,0.441951587,NA
LOC112048167,inositol-tetrakisphosphate 1-kinase-like,LOC112048167,204.1943029,0.612778518,0.023463291,-0.612778518,NA
LOC112047295,DNA replication complex GINS protein SLD5,LOC112047295,265.8898628,-0.409854358,0.023468204,0.409854358,NA
LOC112051427,isocitrate dehydrogenase [NADP] cytoplasmic-like,Idh,14659.02481,0.19637011,0.023528368,-0.19637011,NA
LOC112052453,40S ribosomal protein S6,RpS6,65560.91842,0.191360933,0.023528368,-0.191360933,NA
LOC112046820,B-cell receptor-associated protein 31-like,CG13887,883.3129701,0.436582598,0.023532855,-0.436582598,NA
LOC112056257,protein BCCIP homolog,CG9286,3776.567502,-0.203880498,0.023582936,0.203880498,NA
LOC112051947,40S ribosomal protein S24,RpS24,24949.77494,0.217749844,0.023651925,-0.217749844,NA
LOC112043183,cytosolic carboxypeptidase 2-like,Nna1,17.8299364,-1.56810003,0.02367322,1.56810003,NA
LOC112051385,C-C chemokine receptor type 7-like,LOC112051385,2134.930366,-0.324099975,0.023689478,0.324099975,NA
LOC112052399,60S ribosomal protein L7,RpL7,60660.24952,0.221395146,0.023781457,-0.221395146,NA
LOC112047177,protein AATF,Aatf,1402.068769,-0.188038768,0.023800095,0.188038768,eyespot_up
LOC112054283,STE20/SPS1-related proline-alanine-rich protein kinase,fray,2089.031329,-0.29273863,0.023863406,0.29273863,NA
LOC112049040,solute carrier family 35 member F5,CG8195,347.6484508,-0.316125526,0.02392889,0.316125526,NA
LOC112050743,ATP synthase mitochondrial F1 complex assembly factor 1,CG10340,808.1782549,0.268505656,0.02393818,-0.268505656,NA
LOC112055837,facilitated trehalose transporter Tret1-like,CG10960,205.1514506,-0.431048116,0.023948625,0.431048116,NA
LOC112049370,eukaryotic peptide chain release factor subunit 1 isoform X1,eRF1,12848.07342,0.223272527,0.0239761,-0.223272527,NA
LOC112047698,phosphatidylinositol-glycan biosynthesis class F protein,LOC112047698,712.8095584,-0.262262703,0.024007864,0.262262703,NA
LOC112047952,methyltransferase-like protein 13,CG2614,588.5165566,-0.347291916,0.024176491,0.347291916,NA
LOC112047678,putative phosphatidate phosphatase,LOC112047678,200.1853411,-0.452035628,0.024204385,0.452035628,NA
LOC112053175,glutamate decarboxylase,Gad1,14.43902702,7.268467149,0.024295721,-7.268467149,NA
LOC112043348,zinc finger CCCH-type with G patch domain-containing protein,CG4709,464.0961108,-0.261141373,0.02442642,0.261141373,NA
LOC112054041,BTB/POZ domain-containing protein 10,mri,1267.765597,0.14680662,0.024454719,-0.14680662,NA
LOC112053166,TBC1 domain family member 10B,wkd,296.1049653,0.390334638,0.024582418,-0.390334638,NA
