Gene,Description,Symbol,MeanExpression,log2FoldChange(WS/DS),padj,log2FC,eyespot
LOC112046724,ankyrin repeat and LEM domain-containing protein 1-like,CG8679,121.8226377,-0.800945022,9.93E-06,0.800945022,NA
LOC112052412,melanotransferrin,Tsf2,2772.259506,-0.29550518,9.93E-06,0.29550518,NA
LOC112055277,N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase-like,CG1827,1105.429847,0.851599699,9.94E-06,-0.851599699,NA
LOC112045779,elongation of very long chain fatty acids protein AAEL008004-like,sit,49.14834992,-1.400796979,1.01E-05,1.400796979,NA
LOC112056242,NA,NA,91.22760605,-1.015885395,1.02E-05,1.015885395,NA
LOC112049520,U3 small nucleolar RNA-interacting protein 2,U3-55K,1258.566514,-0.272653252,1.02E-05,0.272653252,NA
LOC112046664,probable 26S proteasome non-ATPase regulatory subunit 3,Rpn3,5531.068002,-0.233705335,1.08E-05,0.233705335,NA
LOC112049719,chorion b-ZIP transcription factor,LOC112049719,6757.30786,1.097832523,1.08E-05,-1.097832523,NA
LOC112053328,prolyl 3-hydroxylase sudestada1,sud1,1532.205564,-0.299187992,1.10E-05,0.299187992,NA
LOC112051943,deoxynucleoside kinase-like,LOC112051943,488.1749498,-0.705628843,1.12E-05,0.705628843,NA
LOC112057094,eukaryotic translation initiation factor 3 subunit M,Tango7,416.285654,-1.430797997,1.14E-05,1.430797997,NA
LOC112051526,TELO2-interacting protein 1 homolog,CG16908,1028.381014,0.495338656,1.14E-05,-0.495338656,NA
LOC112058392,replication factor C subunit 1,Gnf1,1306.959408,-0.550608971,1.18E-05,0.550608971,NA
LOC112043691,uncharacterized protein LOC112043691,LOC112043691,222.7803945,-0.895265057,1.19E-05,0.895265057,NA
LOC112045506,GATOR complex protein NPRL2-like,Nprl2,1128.727277,-0.59944402,1.19E-05,0.59944402,NA
LOC112052623,DNA primase small subunit,DNApol-alpha50,542.418388,-0.655124542,1.20E-05,0.655124542,NA
LOC112045202,integrator complex subunit 5,omd,830.5009357,-0.298744526,1.22E-05,0.298744526,NA
LOC112046745,transcription factor stalky-like,LOC112046745,388.8704121,-1.045502149,1.23E-05,1.045502149,NA
LOC112054748,retinol dehydrogenase 13-like,CG30491,609.4892303,0.477154455,1.23E-05,-0.477154455,NA
LOC112058262,BDNF/NT-3 growth factors receptor-like isoform X1,Ror,874.679699,-0.885758171,1.25E-05,0.885758171,NA
LOC112044345,"dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase",Alg12,1380.921791,0.378141513,1.25E-05,-0.378141513,NA
LOC112047285,golgin subfamily A member 4-like,Golgin245,1633.32461,0.317731406,1.28E-05,-0.317731406,NA
LOC112043486,calcium-activated potassium channel slowpoke isoform X20,slo,544.1801384,-1.162117084,1.30E-05,1.162117084,NA
LOC112051028,negative elongation factor B,NELF-B,1263.398046,-0.356502069,1.31E-05,0.356502069,NA
LOC112052158,tyrosine-protein kinase Shark isoform X1,Shark,860.9467566,0.589846277,1.31E-05,-0.589846277,NA
LOC112048346,D-3-phosphoglycerate dehydrogenase,CG6287,6176.830866,-0.443884793,1.32E-05,0.443884793,NA
LOC112052877,"eukaryotic translation initiation factor 1A, X-chromosomal",eIF-1A,5555.789818,-0.283558841,1.33E-05,0.283558841,NA
LOC112048041,RNA polymerase II elongation factor Ell isoform X2,Su(Tpl),678.8275397,0.448361988,1.33E-05,-0.448361988,eyespot_up
LOC112045728,FH1/FH2 domain-containing protein 3 isoform X3,Fhos,3228.598435,0.426595077,1.34E-05,-0.426595077,NA
LOC112044308,scaffold protein salvador,sav,329.5547351,-0.50051326,1.42E-05,0.50051326,NA
LOC112057335,DNA-directed RNA polymerases I and III subunit RPAC1,CG3756,1397.732127,-0.660699329,1.43E-05,0.660699329,NA
LOC112043184,nesprin-1 isoform X2,Msp300,11344.48753,-0.656705835,1.45E-05,0.656705835,eyespot_up
LOC112047947,heparin sulfate O-sulfotransferase,Hs2st,596.4187706,0.511919763,1.46E-05,-0.511919763,NA
LOC112053566,ribulose-phosphate 3-epimerase,Rpe,1596.494219,-0.3354769,1.47E-05,0.3354769,NA
LOC112052140,ADP-ribosylation factor-like protein 6-interacting protein 1,LOC112052140,606.1398767,-0.612978179,1.47E-05,0.612978179,eyespot_down
LOC112055459,another transcription unit protein,Atu,1897.580001,-0.286818003,1.47E-05,0.286818003,NA
LOC112050924,BLOC-1-related complex subunit 6,BORCS6,462.2579711,-0.545720657,1.48E-05,0.545720657,NA
LOC112050222,glycine N-methyltransferase,Gnmt,343.8378793,0.790934638,1.50E-05,-0.790934638,NA
LOC112052479,nuclear pore complex protein Nup93-like,Nup93-1,3908.117017,-0.308740865,1.53E-05,0.308740865,NA
LOC112055148,putative centrin,LOC112055148,257.0866051,-0.903094372,1.58E-05,0.903094372,NA
LOC112058269,NHL repeat-containing protein 2,CG12547,1299.846944,0.407856922,1.58E-05,-0.407856922,NA
LOC112049356,rRNA-processing protein UTP23 homolog,CG17652,1658.650501,-0.442330466,1.63E-05,0.442330466,NA
LOC112051680,cuticle protein 1-like,CG8736,132.8474848,1.209871948,1.68E-05,-1.209871948,NA
LOC112050143,UPF0528 protein CG10038,FAM172A,616.9950555,-0.497614815,1.68E-05,0.497614815,NA
LOC112046531,uncharacterized protein LOC112046531,CG6583,2691.403505,-0.418603827,1.69E-05,0.418603827,NA
LOC112046352,glycine-rich protein DOT1-like,LOC112046352,9.981788885,6.025691494,1.72E-05,-6.025691494,NA
LOC112045070,serine/threonine-protein kinase DDB_G0283821,ko,2382.827693,-0.31944782,1.73E-05,0.31944782,NA
LOC112053689,EEF1A lysine methyltransferase 2,CG9643,800.6941075,-0.576535397,1.74E-05,0.576535397,NA
LOC112054497,protein lava lamp-like,lva,4100.189159,0.295013918,1.75E-05,-0.295013918,NA
LOC112058314,serine protease 7-like,CLIPB9,1232.420808,1.052781204,1.76E-05,-1.052781204,eyespot_down
LOC112052459,"4-aminobutyrate aminotransferase, mitochondrial",Gabat,1050.07042,-0.641292363,1.81E-05,0.641292363,NA
LOC112043405,TAR DNA-binding protein 43-like,TBPH,943.0339231,0.505483311,1.86E-05,-0.505483311,NA
LOC112054936,outer kinetochore Dsn1,LOC112054936,206.3657095,-1.37264552,1.86E-05,1.37264552,NA
LOC112052908,titin,sls,7363.693967,0.265211791,1.87E-05,-0.265211791,eyespot_up
LOC112052281,"cGMP-specific 3',5'-cGMP phosphodiesterase 3-like",LOC112052281,988.5283754,1.308066584,1.89E-05,-1.308066584,NA
LOC112043716,dihydrolipoyl dehydrogenase,CG7430,3514.931247,-0.313068952,1.90E-05,0.313068952,NA
LOC112044048,protein lethal(2)essential for life-like,l(2)efl,400.9766861,0.607416937,1.94E-05,-0.607416937,NA
LOC112043023,peptidyl-prolyl cis-trans isomerase-like,Cyp1,2036.105311,-0.350269992,1.96E-05,0.350269992,NA
LOC112054135,ras-related and estrogen-regulated growth inhibitor-like protein,CG8519,929.4212316,-0.529435553,2.00E-05,0.529435553,NA
LOC112043857,aldo-keto reductase AKR2E4-like,Akr1B,201.1283186,-1.94057954,2.02E-05,1.94057954,NA
LOC112044491,thymosin beta isoform X3,cib,39352.64383,0.493924566,2.02E-05,-0.493924566,NA
LOC112058283,sodium-coupled monocarboxylate transporter 1-like,SLC5A11,101.9276568,-1.459884647,2.02E-05,1.459884647,NA
LOC112054265,matrix metalloproteinase-25-like,Mmp2,220.7841263,1.106653944,2.04E-05,-1.106653944,NA
LOC112048266,sterol regulatory element-binding protein cleavage-activating protein,SCAP,902.1437572,0.440246091,2.06E-05,-0.440246091,NA
LOC112051799,pancreatic lipase-related protein 2-like,CG6472,338.8362081,1.076778646,2.08E-05,-1.076778646,NA
LOC112046612,protein arginine N-methyltransferase 5,csul,2466.430333,-0.288776888,2.12E-05,0.288776888,NA
LOC112056349,transmembrane emp24 domain-containing protein 5,loj,4563.291475,0.458684857,2.21E-05,-0.458684857,NA
LOC112048843,NACHT domain- and WD repeat-containing protein 1,CG30116,198.557758,0.952107194,2.23E-05,-0.952107194,NA
LOC112051031,uncharacterized protein LOC112051031,nompA,99.43081304,1.069736904,2.25E-05,-1.069736904,NA
LOC112049351,enhancer of mRNA-decapping protein 4,Ge-1,878.067786,-0.424794417,2.26E-05,0.424794417,NA
LOC112053302,putative ATPase N2B,CG8520,415.0451884,0.992403206,2.29E-05,-0.992403206,NA
LOC112050898,60S ribosomal protein L26,RpL26,37435.62517,0.404523885,2.32E-05,-0.404523885,NA
LOC112056287,uncharacterized protein LOC112056287 isoform X1,LOC112056287,158.3676322,1.360730599,2.32E-05,-1.360730599,NA
LOC112057757,"heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog",Hrb87F,6816.391117,-0.600801389,2.34E-05,0.600801389,NA
LOC112052733,"39S ribosomal protein L21, mitochondrial",mRpL21,733.6825427,-0.539649692,2.35E-05,0.539649692,NA
LOC112046436,bilin-binding protein-like,LOC112046436,47.63246162,-1.910293107,2.36E-05,1.910293107,NA
LOC112054325,WD repeat-containing protein 48 homolog,CG9062,746.2586697,-0.331934867,2.36E-05,0.331934867,NA
LOC112043312,asparagine-rich zinc finger protein AZF1,CG4374,2338.188297,0.602311355,2.42E-05,-0.602311355,NA
LOC112049163,cytochrome P450 CYP12A2-like,Cyp12b2,12.23236748,-6.346298019,2.42E-05,6.346298019,eyespot_up
LOC112055420,ribosomal RNA small subunit methyltransferase NEP1,CG3527,1406.330854,-0.570495118,2.45E-05,0.570495118,NA
LOC112045095,pre-rRNA-processing protein TSR1 homolog,Tsr1,4606.197263,-0.28286677,2.49E-05,0.28286677,eyespot_down
LOC112055975,vanin-like protein 2 isoform X1,CG32751,263.088364,1.560649552,2.49E-05,-1.560649552,NA
LOC112045460,zinc finger protein chinmo isoform X1,chinmo,750.8195806,0.481552232,2.54E-05,-0.481552232,NA
LOC112056473,developmentally-regulated GTP-binding protein 2,CG6195,1708.894774,-0.329577437,2.56E-05,0.329577437,NA
LOC112050091,apolipoprotein D-like,LOC112050091,1522.295567,0.759162004,2.58E-05,-0.759162004,eyespot_up
LOC112046928,uncharacterized protein LOC112046928,m,1654.278579,0.568114122,2.69E-05,-0.568114122,NA
LOC112055454,probable serine/threonine-protein kinase DDB_G0278845,LOC112055454,173.461848,1.774202103,2.69E-05,-1.774202103,NA
LOC112049546,26S proteasome non-ATPase regulatory subunit 4,Rpn10,4293.104461,-0.281786071,2.72E-05,0.281786071,NA
LOC112046273,probable tRNA N6-adenosine threonylcarbamoyltransferase,Tcs3,715.1113801,-0.303351752,2.75E-05,0.303351752,NA
LOC112053254,DNA polymerase delta catalytic subunit,DNApol-delta,1296.056449,-0.68907501,2.76E-05,0.68907501,NA
LOC112048640,optomotor-blind protein isoform X5,bi,13074.78565,0.337529072,2.81E-05,-0.337529072,NA
LOC112050083,actin-related protein 2/3 complex subunit 3,Arpc3A,1700.382781,-0.303585902,2.87E-05,0.303585902,NA
LOC112051927,flocculation protein FLO11,CG15080,109.3577632,-1.166030066,2.89E-05,1.166030066,NA
LOC112047536,urbain precursor,LOC112047536,255108.6651,0.931338781,2.90E-05,-0.931338781,NA
LOC112045752,cadherin-23,Cad74A,20523.08136,0.658281701,2.91E-05,-0.658281701,NA
LOC112047212,helicase SKI2W,tst,1197.560865,-0.445142836,2.91E-05,0.445142836,NA
LOC112046876,serrate RNA effector molecule homolog isoform X1,Ars2,4563.059368,0.362796255,2.96E-05,-0.362796255,NA
LOC112045074,guanine nucleotide-binding protein-like 3 homolog,Ns1,3725.491179,-0.404444401,2.97E-05,0.404444401,NA
LOC112050256,NA,NA,162.4982003,-0.674169995,3.06E-05,0.674169995,NA
LOC112046202,replication protein A 70 kDa DNA-binding subunit,RpA-70,3015.380531,-0.458826526,3.06E-05,0.458826526,NA
LOC112053358,transmembrane protein 164,CG14591,1027.770967,-0.383072044,3.06E-05,0.383072044,NA
LOC112046960,protein transport protein sft2,CG33635,1723.168125,0.346393593,3.06E-05,-0.346393593,NA
LOC112044401,deoxynucleoside kinase,dnk,1992.331231,-0.932816644,3.07E-05,0.932816644,NA
LOC112052395,proteasome subunit beta type-5,Prosbeta5,5192.118704,-0.311176186,3.08E-05,0.311176186,NA
LOC112051312,protein lin-52 homolog,LOC112051312,488.1298518,-0.811807591,3.08E-05,0.811807591,NA
LOC112058361,putative epidermal cell surface receptor isoform X1,sas,9034.586452,0.701059084,3.10E-05,-0.701059084,NA
LOC112049458,F-box/LRR-repeat protein 2 isoform X1,FipoQ,18.03462958,-2.399342861,3.10E-05,2.399342861,NA
LOC112053068,polycomb group RING finger protein 3,l(3)73Ah,1447.989763,0.263428442,3.14E-05,-0.263428442,NA
LOC112042872,dnaJ homolog subfamily C member 9,CG6693,1451.303692,-0.402593463,3.21E-05,0.402593463,NA
LOC112043315,putative nuclease HARBI1,CG12253,122.0867598,1.259262256,3.25E-05,-1.259262256,NA
LOC112053859,60S ribosomal protein L4,RpL4,133686.0365,0.307181687,3.25E-05,-0.307181687,NA
LOC112052415,golgin subfamily A member 7,CG5447,351.1217246,0.700935075,3.26E-05,-0.700935075,NA
LOC112050437,oocyte zinc finger protein XlCOF6-like,LOC112050437,98.15430239,1.181715837,3.27E-05,-1.181715837,NA
LOC112044633,kin of IRRE-like protein 2,side,28.07705665,-1.705597299,3.31E-05,1.705597299,NA
LOC112045288,uncharacterized protein LOC112045288,CG15601,671.5632211,-0.732398931,3.32E-05,0.732398931,NA
LOC112058135,organic cation transporter protein-like,CG42269,206.2446819,0.813194901,3.42E-05,-0.813194901,NA
LOC112053535,proton-coupled folate transporter,CG42514,304.9106442,-0.646017352,3.44E-05,0.646017352,NA
LOC112050122,mitochondrial intermediate peptidase,CG7791,1097.264486,0.401663292,3.49E-05,-0.401663292,NA
LOC112044923,BUB3-interacting and GLEBS motif-containing protein ZNF207 isoform X1,BuGZ,3927.169409,-0.263856239,3.50E-05,0.263856239,NA
LOC112050217,probable U3 small nucleolar RNA-associated protein 11,CG1789,795.1303551,-0.448467665,3.50E-05,0.448467665,NA
LOC112050075,transmembrane protein 177,CG33506,704.7221685,-0.323514588,3.53E-05,0.323514588,NA
LOC112044075,"cAMP-specific 3',5'-cyclic phosphodiesterase isoform X1",dnc,254.7907265,-0.527785665,3.54E-05,0.527785665,eyespot_up
LOC112050396,histone H2A.V,His2Av,17076.16559,-0.280997661,3.66E-05,0.280997661,NA
LOC112043122,nuclear pore complex protein Nup160-like,LOC112043122,1203.502843,-0.35168909,3.70E-05,0.35168909,NA
LOC112043416,longitudinals lacking protein-like isoform X1,lola,5859.172696,0.285120147,3.71E-05,-0.285120147,NA
LOC112058495,uncharacterized protein LOC112058495 isoform X1,LOC112058495,45.23843993,-1.781151202,3.73E-05,1.781151202,NA
LOC112052294,serine/threonine-protein kinase mTOR,TOR,1559.167677,-0.366605793,3.89E-05,0.366605793,NA
LOC112045819,NA,NA,170.8900976,0.894189567,3.90E-05,-0.894189567,NA
LOC112049575,transmembrane protein 50A,CG15012,447.8297838,0.478605972,3.91E-05,-0.478605972,NA
LOC112050704,ATP-dependent RNA helicase WM6,Hel25E,12288.94614,-0.289266266,3.95E-05,0.289266266,NA
LOC112053026,NA,NA,336.7818813,-0.967953354,3.95E-05,0.967953354,NA
LOC112057189,nuclear protein 1,CG6770,6499.283641,0.376694117,3.95E-05,-0.376694117,NA
LOC112053988,uncharacterized protein LOC112053988,RhoGEF64C,1946.791632,0.62644871,3.97E-05,-0.62644871,eyespot_up
LOC112049341,probable H/ACA ribonucleoprotein complex subunit 1,CG4038,3360.103708,-0.266197593,4.01E-05,0.266197593,NA
LOC112045032,ankyrin repeat domain-containing protein 13D,CG15118,294.5010828,-0.546652824,4.03E-05,0.546652824,NA
LOC112047730,Receptor-type tyrosine-protein phosphatase R,PTP-ER,1397.280692,0.342349343,4.19E-05,-0.342349343,NA
LOC112046673,uncharacterized protein LOC112046673 isoform X1,CG2865,2008.879058,0.514758869,4.23E-05,-0.514758869,eyespot_up
LOC112052882,OWR44639.1 putative PDZ domain containing 3,a,348.0015084,-0.94842058,4.25E-05,0.94842058,NA
LOC112054422,GATA zinc finger domain-containing protein 14-like isoform X2,LOC112054422,156.2435358,1.261306325,4.29E-05,-1.261306325,NA
LOC112046722,U3 small nucleolar ribonucleoprotein protein IMP3,CG4866,1135.417767,-0.431863743,4.32E-05,0.431863743,NA
LOC112049711,NA,NA,105.5250413,-0.733927573,4.32E-05,0.733927573,NA
LOC112053662,mutS protein homolog 4-like,spel1,13.10985474,-3.297839329,4.36E-05,3.297839329,NA
LOC112056437,molybdenum cofactor sulfurase,mal,366.0919746,0.616117465,4.36E-05,-0.616117465,NA
LOC112054323,prenylated Rab acceptor protein 1 isoform X2,CG1418,464.7293216,0.55532449,4.38E-05,-0.55532449,NA
LOC112053552,golgin subfamily A member 5,Golgin84,1090.514038,0.493784902,4.41E-05,-0.493784902,NA
LOC112044981,ganglioside-induced differentiation-associated protein 1,Gdap1,723.3930396,-0.755892995,4.46E-05,0.755892995,NA
LOC112043829,uncharacterized abhydrolase domain-containing protein DDB_G0269086-like,CG33257,276.5928786,0.585783296,4.48E-05,-0.585783296,NA
LOC112055196,putative mediator of RNA polymerase II transcription subunit 26,LOC112055196,904.989943,-0.287004463,4.48E-05,0.287004463,NA
LOC112053635,uncharacterized protein LOC112053635 isoform X1,LOC112053635,1059.775709,0.303887268,4.53E-05,-0.303887268,NA
LOC112055143,probable small nuclear ribonucleoprotein Sm D1,SmD1,4058.356366,-0.298263513,4.53E-05,0.298263513,NA
LOC112048084,rho GDP-dissociation inhibitor 1,RhoGDI,637.0341633,0.486011433,4.60E-05,-0.486011433,NA
LOC112049705,"glycine cleavage system H protein, mitochondrial",ppl,304.69095,-0.651262323,4.60E-05,0.651262323,NA
LOC112044967,chitin deacetylase 4,Cda4,3143.482549,-0.790272041,4.66E-05,0.790272041,NA
LOC112045069,midnolin homolog,stx,1377.909001,0.324545078,4.66E-05,-0.324545078,NA
LOC112053503,kynurenine--oxoglutarate transaminase 3 isoform X1,Kyat,624.4845897,-0.400546001,4.74E-05,0.400546001,NA
LOC112045313,NAD kinase-like isoform X5,CG33156,1983.618829,-0.266037521,4.79E-05,0.266037521,NA
LOC112053556,D-tyrosyl-tRNA(Tyr) deacylase 1,Dtd,220.1896522,0.703614885,4.80E-05,-0.703614885,NA
LOC112058072,axoneme-associated protein mst101(2) isoform X1,Pif1A,12473.44642,0.432396395,4.81E-05,-0.432396395,NA
LOC112043845,actin-related protein 10,Arp11,872.0347733,-0.422993864,4.82E-05,0.422993864,NA
LOC112056572,E3 ubiquitin-protein ligase CBL-B-B isoform X1,Cbl,914.3476843,0.269012013,4.82E-05,-0.269012013,NA
LOC112050528,peptidyl-prolyl cis-trans isomerase G,Moca-cyp,2035.672577,-0.741047805,4.87E-05,0.741047805,NA
LOC112049989,citron Rho-interacting kinase-like,sti,168.5871578,-0.882981808,4.96E-05,0.882981808,NA
LOC112052273,tissue alpha-L-fucosidase-like,Fuca,349.2421021,-0.519437928,4.97E-05,0.519437928,NA
LOC112049322,laminin subunit alpha-2-like,trol-,1145.085421,0.267884736,5.03E-05,-0.267884736,NA
LOC112045994,cyclin-A2-like,CycA,4040.716248,-0.407049073,5.04E-05,0.407049073,NA
LOC112049113,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",fw,759.7618363,0.543417825,5.06E-05,-0.543417825,NA
LOC112053848,putative aminopeptidase W07G4.4,Dip-B,672.6403392,1.014255105,5.06E-05,-1.014255105,NA
LOC112053597,6-phosphogluconolactonase,CG17333,1227.328552,-0.463659895,5.09E-05,0.463659895,NA
LOC112044866,chitin synthase,kkv,238.0235445,-1.744121834,5.10E-05,1.744121834,NA
LOC112049071,protein DENND6A,CG3309,630.141797,0.357183938,5.10E-05,-0.357183938,NA
LOC112052291,SH3 domain-containing protein Dlish,Dlish,3721.788664,-0.213680447,5.12E-05,0.213680447,NA
LOC112055063,60S ribosomal protein L18,RpL18,41247.84557,0.343931235,5.20E-05,-0.343931235,NA
LOC112047587,cytochrome b reductase 1-like isoform X2,nemy,570.1044136,1.626203677,5.28E-05,-1.626203677,NA
LOC112044573,"leucine-rich PPR motif-containing protein, mitochondrial",bsf,3170.862183,-0.284311412,5.32E-05,0.284311412,NA
LOC112057877,venom carboxylesterase-6-like,Est-6,290.8725584,2.324777616,5.46E-05,-2.324777616,NA
LOC112058043,follistatin-A,LOC112058043,87.11348743,-1.22700684,5.47E-05,1.22700684,NA
LOC112055822,E3 ubiquitin-protein ligase RNF8-like isoform X2,LOC112055822,982.2608017,-0.350340462,5.56E-05,0.350340462,NA
LOC112046818,leucine-rich repeat-containing protein 15,Lrt,4145.003214,-0.886947431,5.59E-05,0.886947431,NA
LOC112051223,ATM interactor,LOC112051223,153.7088888,0.703593251,5.59E-05,-0.703593251,NA
LOC112055744,probable maleylacetoacetate isomerase 1,GstZ1,133.1013278,1.373565388,5.65E-05,-1.373565388,NA
